Price History: SP50,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
04/05/24,"5,204.34",2586341710.92033,57.13,1.11,"11,311.70",141.44,"5,158.95","5,222.18","5,157.21"
04/04/24,"5,147.21",2954447357.77569,-64.28,-1.23,"11,187.49",138.79,"5,244.05","5,256.59","5,146.06"
04/03/24,"5,211.49",2649739807.68013,5.68,0.11,"11,325.78",141.74,"5,194.37","5,228.75","5,194.37"
04/02/24,"5,205.81",2687001798.41232,-37.96,-0.72,"11,312.90",141.47,"5,204.29","5,208.34","5,184.05"
04/01/24,"5,243.77",2414629599.77818,-10.58,-0.20,"11,395.08",143.22,"5,257.97","5,263.95","5,229.20"
03/28/24,"5,254.35",2818143012.70103,5.86,0.11,"11,418.03",143.71,"5,248.03","5,264.85","5,245.82"
03/27/24,"5,248.49",2843290670.19367,44.91,0.86,"11,404.95",143.43,"5,226.31","5,249.26","5,213.92"
03/26/24,"5,203.58",2753034423.68889,-14.60,-0.28,"11,306.01",141.32,"5,228.85","5,235.16","5,203.42"
03/25/24,"5,218.19",2608003259.09996,-15.99,-0.31,"11,337.74",142.00,"5,219.52","5,229.09","5,216.09"
03/22/24,"5,234.18",2562509901.96037,-7.35,-0.14,"11,372.49",142.74,"5,242.48","5,246.09","5,229.87"
03/21/24,"5,241.53",2990033841.52985,16.91,0.32,"11,387.89",143.07,"5,253.43","5,261.10","5,240.66"
03/20/24,"5,224.62",2815247558.76349,46.11,0.89,"11,350.89",142.28,"5,181.69","5,226.19","5,171.55"
03/19/24,"5,178.51",2823802167.99927,29.09,0.56,"11,249.23",140.11,"5,139.09","5,180.31","5,131.59"
03/18/24,"5,149.42",3026234060.05096,32.33,0.63,"11,186.04",138.76,"5,154.77","5,175.60","5,145.47"
03/15/24,"5,117.09",5687317797.73331,-33.39,-0.65,"11,115.69",137.26,"5,123.31","5,136.86","5,104.35"
03/14/24,"5,150.48",3213068346.78267,-14.83,-0.29,"11,187.85",138.80,"5,175.14","5,176.85","5,123.30"
03/13/24,"5,165.31",3010904707.40509,-9.96,-0.19,"11,217.30",139.42,"5,173.49","5,179.14","5,151.88"
03/12/24,"5,175.27",2933984673.55061,57.33,1.12,"11,238.46",139.88,"5,134.30","5,179.87","5,114.48"
03/11/24,"5,117.94",2842583705.3051,-5.75,-0.11,"11,113.61",137.21,"5,111.96","5,124.66","5,091.14"
03/08/24,"5,123.69",3488787576.82991,-33.67,-0.65,"11,126.07",137.48,"5,164.46","5,189.26","5,117.50"
03/07/24,"5,157.36",2968436781.64481,52.60,1.03,"11,198.39",139.02,"5,132.38","5,165.62","5,128.21"
03/06/24,"5,104.76",3183406397.49908,26.10,0.51,"11,082.65",136.55,"5,108.03","5,127.97","5,092.22"
03/05/24,"5,078.65",3199841302.33765,-52.30,-1.02,"11,025.16",135.32,"5,110.52","5,114.54","5,056.82"
03/04/24,"5,130.95",3423838567.57736,-6.13,-0.12,"11,138.43",137.74,"5,130.99","5,149.67","5,127.18"
03/01/24,"5,137.08",2933385252.14194,40.81,0.80,"11,151.34",138.02,"5,098.51","5,140.33","5,094.16"
02/29/24,"5,096.27",3784204711.8721,26.51,0.52,"11,062.11",136.11,"5,085.36","5,104.99","5,061.89"
02/28/24,"5,069.76",2462127691.16688,-8.43,-0.17,"11,002.20",134.83,"5,067.20","5,077.37","5,058.35"
02/27/24,"5,078.18",2526773841.9981,8.65,0.17,"11,019.44",135.20,"5,074.60","5,080.69","5,057.29"
02/26/24,"5,069.53",2733725002.30217,-19.27,-0.38,"11,000.50",134.80,"5,093.00","5,097.66","5,068.91"
02/23/24,"5,088.80",3088025136.39736,1.77,0.03,"11,041.90",135.68,"5,100.92","5,111.06","5,081.46"
02/22/24,"5,087.03",3429467613.13152,105.24,2.11,"11,037.82",135.59,"5,038.83","5,094.39","5,038.83"
02/21/24,"4,981.80",2959844036.07558,6.29,0.13,"10,808.93",130.71,"4,963.03","4,983.21","4,946.00"
02/20/24,"4,975.51",3198395256.93131,-30.06,-0.60,"10,794.80",130.41,"4,989.32","4,993.71","4,955.02"
02/16/24,"5,005.57",2821287330.83725,-24.17,-0.48,"10,859.63",131.79,"5,031.13","5,038.70","4,999.52"
02/15/24,"5,029.73",2870479628.72505,29.11,0.58,"10,910.31",132.87,"5,003.14","5,032.72","4,999.44"
02/14/24,"5,000.62",2818768172.30892,47.45,0.96,"10,844.72",131.47,"4,976.44","5,002.52","4,956.45"
02/13/24,"4,953.17",3175603409.39522,-68.68,-1.37,"10,739.81",129.23,"4,967.94","4,971.30","4,920.31"
02/12/24,"5,021.84",2823426964.45084,-4.76,-0.09,"10,887.41",132.38,"5,026.83","5,048.39","5,016.83"
02/09/24,"5,026.61",2737056199.18251,28.70,0.57,"10,897.61",132.60,"5,004.17","5,030.06","5,000.34"
02/08/24,"4,997.91",2849824243.88886,2.85,0.06,"10,834.36",131.25,"4,995.16","5,000.40","4,987.09"
02/07/24,"4,995.06",3100322739.05945,40.83,0.82,"10,826.81",131.09,"4,973.05","4,999.89","4,969.05"
02/06/24,"4,954.23",3149573883.52775,11.42,0.23,"10,738.17",129.20,"4,950.16","4,957.77","4,934.88"
02/05/24,"4,942.81",3254840298.93112,-15.81,-0.32,"10,713.11",128.66,"4,957.19","4,957.19","4,918.09"
02/02/24,"4,958.61",3265117558.40874,52.42,1.07,"10,747.25",129.39,"4,916.06","4,975.29","4,907.99"
02/01/24,"4,906.19",3213595576.41029,60.55,1.25,"10,633.14",126.96,"4,861.11","4,906.97","4,853.52"
01/31/24,"4,845.65",3749235033.98895,-79.33,-1.61,"10,501.38",124.14,"4,899.19","4,906.75","4,845.15"
01/30/24,"4,924.97",3007357181.53763,-2.95,-0.06,"10,672.95",127.81,"4,925.89","4,931.09","4,916.27"
01/29/24,"4,927.93",2673031335.14595,36.96,0.76,"10,678.50",127.92,"4,892.95","4,929.31","4,887.40"
01/26/24,"4,890.97",2764298169.50417,-3.19,-0.07,"10,598.23",126.21,"4,888.91","4,906.69","4,881.47"
01/25/24,"4,894.16",3390074769.39964,25.60,0.53,"10,605.13",126.36,"4,886.66","4,898.15","4,869.34"
01/24/24,"4,868.55",3254821581.14243,3.96,0.08,"10,549.04",125.16,"4,888.56","4,903.68","4,865.94"
01/23/24,"4,864.60",2699915658.70857,14.17,0.29,"10,540.38",124.98,"4,856.80","4,866.48","4,844.37"
01/22/24,"4,850.43",3114219010.41603,10.61,0.22,"10,509.44",124.32,"4,853.42","4,868.41","4,844.05"
01/19/24,"4,839.81",3318799678.23696,58.87,1.23,"10,486.44",123.82,"4,796.28","4,842.07","4,785.87"
01/18/24,"4,780.94",3062692621.82999,41.73,0.88,"10,358.29",121.09,"4,760.10","4,785.79","4,740.57"
01/17/24,"4,739.21",2771431987.91885,-26.77,-0.56,"10,267.05",119.14,"4,739.13","4,744.23","4,714.82"
01/16/24,"4,765.98",3026308138.69858,-17.86,-0.37,"10,324.83",120.38,"4,772.35","4,782.34","4,747.12"
01/12/24,"4,783.83",2583950432.74307,3.59,0.08,"10,363.35",121.20,"4,791.18","4,802.40","4,768.98"
01/11/24,"4,780.24",2882808477.7069,-3.21,-0.07,"10,354.69",121.01,"4,792.13","4,798.50","4,739.58"
01/10/24,"4,783.45",2675774526.97945,26.95,0.57,"10,361.27",121.15,"4,759.94","4,790.80","4,756.20"
01/09/24,"4,756.50",2970454213.40561,-7.04,-0.15,"10,302.73",119.90,"4,741.93","4,765.47","4,730.35"
01/08/24,"4,763.54",2928484033.41103,66.29,1.41,"10,316.52",120.20,"4,703.70","4,764.54","4,699.82"
01/05/24,"4,697.24",2607309646.24214,8.57,0.18,"10,172.75",117.13,"4,690.57","4,721.49","4,682.11"
01/04/24,"4,688.68",2668626923.75183,-16.14,-0.34,"10,154.20",116.73,"4,697.42","4,726.78","4,687.53"
01/03/24,"4,704.81",2771140446.39397,-38.02,-0.80,"10,187.79",117.45,"4,725.07","4,729.29","4,699.71"
01/02/24,"4,742.83",2840713274.41215,-27.00,-0.57,"10,269.69",119.20,"4,745.20","4,754.33","4,722.67"
12/29/23,"4,769.83",2117612673.6002,-13.52,-0.28,"10,327.83",120.44,"4,782.88","4,788.43","4,751.99"
12/28/23,"4,783.35",1725924939.54658,1.77,0.04,"10,356.59",121.05,"4,786.44","4,793.30","4,780.98"
12/27/23,"4,781.58",1844694424.80755,6.83,0.14,"10,351.60",120.95,"4,773.45","4,785.39","4,768.90"
12/26/23,"4,774.75",1683487867.73777,20.12,0.42,"10,335.98",120.61,"4,758.86","4,784.72","4,758.45"
12/22/23,"4,754.63",2004468373.40927,7.89,0.17,"10,292.37",119.68,"4,753.92","4,772.94","4,736.77"
12/21/23,"4,746.75",2461917518.99147,48.39,1.03,"10,275.30",119.32,"4,724.29","4,748.71","4,708.35"
12/20/23,"4,698.35",2893864209.99907,-70.01,-1.47,"10,170.51",117.08,"4,764.73","4,778.01","4,697.82"
12/19/23,"4,768.37",2788154145.65659,27.81,0.59,"10,320.86",120.29,"4,743.72","4,768.69","4,743.72"
12/18/23,"4,740.56",2859915143.89229,21.37,0.45,"10,259.85",118.99,"4,725.58","4,749.52","4,725.58"
12/15/23,"4,719.19",6159038155.43746,-0.36,-0.01,"10,213.48",118.00,"4,714.23","4,725.53","4,704.69"
12/14/23,"4,719.55",4296335413.64479,12.46,0.26,"10,213.69",118.00,"4,721.04","4,738.57","4,694.34"
12/13/23,"4,707.09",3489413398.89716,63.39,1.37,"10,184.38",117.38,"4,646.20","4,709.69","4,643.23"
12/12/23,"4,643.70",2747315766.86287,21.26,0.46,"10,047.04",114.45,"4,618.30","4,643.93","4,608.09"
12/11/23,"4,622.44",2961279338.39798,18.07,0.39,"10,000.64",113.46,"4,593.39","4,623.71","4,593.39"
12/08/23,"4,604.37",2721464891.46996,18.79,0.41,"9,961.50",112.62,"4,576.20","4,609.23","4,574.06"
12/07/23,"4,585.59",2836617258.1005,36.25,0.80,"9,920.64",111.75,"4,568.84","4,590.92","4,565.22"
12/06/23,"4,549.34",2807417815.23514,-17.85,-0.39,"9,840.65",110.04,"4,586.23","4,590.74","4,546.50"
12/05/23,"4,567.18",2725754072.21985,-2.60,-0.06,"9,878.97",110.86,"4,557.25","4,578.56","4,551.68"
12/04/23,"4,569.78",2972938102.88239,-24.85,-0.54,"9,884.17",110.97,"4,564.37","4,572.37","4,546.72"
12/01/23,"4,594.63",2941373014.36424,26.83,0.59,"9,937.89",112.12,"4,559.43","4,599.39","4,554.71"
11/30/23,"4,567.80",4073362569.45991,17.22,0.38,"9,879.02",110.86,"4,554.87","4,569.89","4,537.24"
11/29/23,"4,550.58",2852709317.54112,-4.31,-0.09,"9,838.82",110.00,"4,571.84","4,587.64","4,547.15"
11/28/23,"4,554.89",2504744470.42656,4.46,0.10,"9,846.43",110.16,"4,545.55","4,568.14","4,540.51"
11/27/23,"4,550.43",2425943819.14711,-8.91,-0.20,"9,836.75",109.96,"4,554.86","4,560.52","4,546.32"
11/24/23,"4,559.34",1179693530.1342,2.72,0.06,"9,855.84",110.37,"4,555.84","4,560.31","4,552.80"
11/22/23,"4,556.62",2743808046.75198,18.43,0.41,"9,849.74",110.23,"4,553.04","4,568.43","4,545.05"
11/21/23,"4,538.19",2633682465.1165,-9.19,-0.20,"9,809.39",109.37,"4,538.77","4,542.14","4,525.51"
11/20/23,"4,547.38",2603932106.35567,33.36,0.74,"9,829.02",109.79,"4,511.70","4,557.11","4,510.36"
11/17/23,"4,514.02",2612402713.2225,5.77,0.13,"9,755.92",108.23,"4,509.55","4,520.12","4,499.66"
11/16/23,"4,508.24",2904579651.15166,5.36,0.12,"9,743.22",107.96,"4,497.08","4,511.99","4,487.83"
11/15/23,"4,502.88",3038427024.9977,7.18,0.16,"9,729.31",107.66,"4,505.30","4,521.17","4,495.31"
11/14/23,"4,495.70",3111120983.27446,84.15,1.91,"9,712.01",107.30,"4,458.97","4,508.67","4,458.97"
11/13/23,"4,411.55",2374646161.4399,-3.69,-0.08,"9,528.25",103.37,"4,406.66","4,421.76","4,393.82"
11/10/23,"4,415.24",2665081005.66292,67.90,1.56,"9,535.63",103.53,"4,364.15","4,418.03","4,353.34"
11/09/23,"4,347.35",2893020114.80904,-35.43,-0.81,"9,387.59",100.37,"4,391.41","4,393.40","4,343.94"
11/08/23,"4,382.78",2657713051.60904,4.40,0.10,"9,462.25",101.96,"4,384.37","4,391.20","4,359.76"
11/07/23,"4,378.38",2694400096.17996,12.40,0.28,"9,452.28",101.75,"4,366.21","4,386.26","4,355.41"
11/06/23,"4,365.98",2587581645.34569,7.64,0.18,"9,425.34",101.18,"4,364.27","4,372.21","4,347.53"
11/03/23,"4,358.34",3110477065.24849,40.56,0.94,"9,408.56",100.82,"4,334.23","4,373.62","4,334.23"
11/02/23,"4,317.78",3233740100.56877,79.92,1.89,"9,320.56",98.94,"4,268.26","4,319.72","4,268.26"
11/01/23,"4,237.86",3228445647.05275,44.05,1.05,"9,147.45",95.25,"4,201.27","4,245.64","4,197.74"
10/31/23,"4,193.80",3189250624.33624,26.99,0.65,"9,052.31",93.21,"4,171.33","4,195.55","4,153.12"
10/30/23,"4,166.82",2993340192.24644,49.44,1.20,"8,993.46",91.96,"4,139.39","4,177.47","4,132.94"
10/27/23,"4,117.37",3241474498.42072,-19.86,-0.48,"8,885.94",89.66,"4,152.93","4,156.70","4,103.78"
10/26/23,"4,137.23",3540006854.92134,-49.53,-1.18,"8,928.63",90.57,"4,175.99","4,183.60","4,127.90"
10/25/23,"4,186.77",3066302897.192,-60.91,-1.43,"9,035.40",92.85,"4,232.42","4,232.42","4,181.42"
10/24/23,"4,247.68",2882676708.69637,30.63,0.73,"9,166.80",95.66,"4,235.79","4,259.38","4,219.43"
10/23/23,"4,217.04",2908001748.31772,-7.12,-0.17,"9,100.49",94.24,"4,210.40","4,255.84","4,189.22"
10/20/23,"4,224.16",3168888937.63733,-53.84,-1.26,"9,115.84",94.57,"4,273.85","4,276.56","4,223.03"
10/19/23,"4,278.00",3127288730.10254,-36.60,-0.85,"9,231.73",97.04,"4,321.36","4,339.54","4,269.69"
10/18/23,"4,314.60",2988900955.2002,-58.60,-1.34,"9,309.92",98.71,"4,357.35","4,364.20","4,303.84"
10/17/23,"4,373.20",3076097241.84418,-0.44,-0.01,"9,436.36",101.41,"4,345.23","4,393.57","4,337.54"
10/16/23,"4,373.63",2517323854.25186,45.85,1.06,"9,437.31",101.43,"4,342.37","4,383.33","4,342.37"
10/13/23,"4,327.78",2779438501.92833,-21.82,-0.50,"9,338.09",99.31,"4,360.49","4,377.10","4,311.97"
10/12/23,"4,349.61",2804607086.32278,-27.34,-0.62,"9,385.16",100.32,"4,380.94","4,385.85","4,325.43"
10/11/23,"4,376.95",2473824188.20381,18.71,0.43,"9,443.13",101.56,"4,366.59","4,378.64","4,345.34"
10/10/23,"4,358.24",2529091481.92024,22.58,0.52,"9,402.31",100.68,"4,339.75","4,385.46","4,339.64"
10/09/23,"4,335.66",2384440972.40829,27.16,0.63,"9,353.41",99.64,"4,289.02","4,341.73","4,283.79"
10/06/23,"4,308.50",2937090218.4124,50.32,1.18,"9,294.82",98.39,"4,234.79","4,324.10","4,219.55"
10/05/23,"4,258.19",2609378397.02988,-5.57,-0.13,"9,184.81",96.04,"4,259.31","4,267.13","4,225.91"
10/04/23,"4,263.75",2677270913.55133,34.30,0.81,"9,195.14",96.26,"4,233.83","4,268.50","4,220.48"
10/03/23,"4,229.45",2880058036.00121,-58.94,-1.37,"9,121.14",94.68,"4,269.75","4,281.15","4,216.45"
10/02/23,"4,288.39",2762834431.48232,0.34,0.01,"9,247.51",97.38,"4,284.52","4,300.58","4,260.21"
09/29/23,"4,288.05",2798891757.03812,-11.65,-0.27,"9,246.74",97.36,"4,328.18","4,333.15","4,274.86"
09/28/23,"4,299.70",2659065722.97668,25.19,0.59,"9,271.55",97.89,"4,269.65","4,317.27","4,264.38"
09/27/23,"4,274.51",2731895101.47476,0.98,0.02,"9,216.02",96.71,"4,282.63","4,292.07","4,238.63"
09/26/23,"4,273.53",2511703165.65703,-63.92,-1.47,"9,213.72",96.66,"4,312.88","4,313.01","4,265.98"
09/25/23,"4,337.44",2253745409.63744,17.39,0.40,"9,350.90",99.59,"4,310.62","4,338.51","4,302.70"
09/22/23,"4,320.06",2575744293.74886,-9.95,-0.23,"9,313.30",98.79,"4,341.74","4,357.40","4,316.49"
09/21/23,"4,330.00",2751843608.08753,-72.20,-1.64,"9,334.59",99.24,"4,374.36","4,375.70","4,329.17"
09/20/23,"4,402.20",2340653081.87866,-41.74,-0.94,"9,489.92",102.55,"4,452.81","4,461.03","4,401.38"
09/19/23,"4,443.95",2381699565.04631,-9.59,-0.22,"9,579.27",104.46,"4,445.41","4,449.85","4,416.61"
09/18/23,"4,453.53",2408236984.95674,3.22,0.07,"9,599.93",104.90,"4,445.13","4,466.36","4,442.11"
09/15/23,"4,450.32",4857030934.14307,-54.78,-1.22,"9,592.86",104.75,"4,497.98","4,497.98","4,447.21"
09/14/23,"4,505.10",2639009795.6028,37.65,0.84,"9,710.54",107.26,"4,487.78","4,511.99","4,478.69"
09/13/23,"4,467.44",2657295671.47064,5.54,0.12,"9,626.68",105.47,"4,462.65","4,479.39","4,453.52"
09/12/23,"4,461.90",2537819636.85607,-25.56,-0.57,"9,614.66",105.22,"4,473.27","4,487.11","4,456.83"
09/11/23,"4,487.46",2623719062.71172,29.97,0.67,"9,669.36",106.38,"4,480.98","4,490.77","4,467.89"
09/08/23,"4,457.49",2554037345.37315,6.35,0.14,"9,604.77",105.01,"4,451.30","4,473.53","4,448.38"
09/07/23,"4,451.14",2877120068.24493,-14.35,-0.32,"9,590.40",104.70,"4,434.55","4,457.81","4,430.46"
09/06/23,"4,465.48",2601335175.7431,-31.34,-0.70,"9,619.98",105.33,"4,490.35","4,490.35","4,442.38"
09/05/23,"4,496.83",2545897986.98043,-18.94,-0.42,"9,687.26",106.77,"4,510.06","4,514.29","4,496.01"
09/01/23,"4,515.77",2413162864.99977,8.11,0.18,"9,727.64",107.63,"4,530.60","4,541.25","4,501.35"
08/31/23,"4,507.66",2899447220.68596,-7.20,-0.16,"9,709.68",107.25,"4,517.01","4,532.26","4,507.39"
08/30/23,"4,514.87",2532486727.72026,17.23,0.38,"9,722.96",107.53,"4,500.34","4,521.65","4,493.59"
08/29/23,"4,497.63",2609207508.00705,64.33,1.45,"9,684.22",106.70,"4,432.75","4,500.14","4,431.68"
08/28/23,"4,433.31",2316924119.05861,27.60,0.63,"9,545.44",103.74,"4,426.03","4,439.56","4,414.98"
08/25/23,"4,405.71",2837803230.94368,29.39,0.67,"9,485.89",102.47,"4,389.38","4,418.46","4,356.29"
08/24/23,"4,376.31",3512071702.65579,-59.70,-1.35,"9,421.47",101.09,"4,455.16","4,458.30","4,375.55"
08/23/23,"4,436.01",2872973976.83525,48.46,1.10,"9,549.73",103.83,"4,396.44","4,443.18","4,396.44"
08/22/23,"4,387.55",2690527692.06429,-12.22,-0.28,"9,445.22",101.60,"4,415.33","4,418.59","4,382.77"
08/21/23,"4,399.77",2895241873.91853,30.06,0.69,"9,471.39",102.16,"4,380.28","4,407.55","4,360.30"
08/18/23,"4,369.71",2814986242.05971,-0.65,-0.01,"9,406.50",100.77,"4,344.88","4,381.82","4,335.31"
08/17/23,"4,370.36",2768938670.19844,-33.97,-0.77,"9,407.27",100.79,"4,416.32","4,421.17","4,364.83"
08/16/23,"4,404.33",2607570195.52422,-33.53,-0.76,"9,478.54",102.31,"4,433.79","4,449.95","4,403.55"
08/15/23,"4,437.86",2715219921.19884,-51.86,-1.16,"9,549.17",103.82,"4,478.87","4,478.87","4,432.19"
08/14/23,"4,489.72",2707197004.16279,25.66,0.57,"9,659.26",106.17,"4,458.13","4,490.33","4,453.44"
08/11/23,"4,464.05",2406503721.35258,-4.78,-0.11,"9,603.45",104.98,"4,450.69","4,476.23","4,443.98"
08/10/23,"4,468.83",2643819333.7183,1.12,0.03,"9,612.36",105.17,"4,487.16","4,527.37","4,457.92"
08/09/23,"4,467.71",2676569782.72057,-31.66,-0.70,"9,608.73",105.09,"4,501.57","4,502.44","4,461.33"
08/08/23,"4,499.38",2531597163.2719,-19.07,-0.42,"9,676.00",106.53,"4,498.03","4,503.31","4,464.39"
08/07/23,"4,518.44",2399511263.72147,40.41,0.90,"9,716.91",107.40,"4,491.58","4,519.84","4,491.15"
08/04/23,"4,478.03",2813908618.39104,-23.85,-0.53,"9,629.77",105.54,"4,513.96","4,540.34","4,474.55"
08/03/23,"4,501.89",2698315087.01515,-11.51,-0.25,"9,680.36",106.62,"4,494.27","4,519.49","4,485.54"
08/02/23,"4,513.39",2998510852.04315,-63.34,-1.38,"9,704.63",107.14,"4,550.93","4,550.93","4,505.75"
08/01/23,"4,576.73",2500433697.22176,-12.23,-0.27,"9,840.71",110.04,"4,578.83","4,584.62","4,567.53"
07/31/23,"4,588.96",2693699431.56433,6.73,0.15,"9,866.77",110.60,"4,584.82","4,594.22","4,573.14"
07/28/23,"4,582.23",2722004902.38762,44.82,0.99,"9,852.01",110.28,"4,565.75","4,590.16","4,564.01"
07/27/23,"4,537.41",3185541482.59354,-29.34,-0.64,"9,754.72",108.21,"4,598.26","4,607.07","4,528.56"
07/26/23,"4,566.75",2696356884.84859,-0.71,-0.02,"9,817.11",109.54,"4,558.96","4,582.47","4,547.58"
07/25/23,"4,567.46",2646383881.85692,12.82,0.28,"9,818.49",109.57,"4,555.19","4,580.62","4,552.42"
07/24/23,"4,554.64",2549728237.5145,18.30,0.40,"9,790.76",108.98,"4,543.39","4,563.41","4,541.29"
07/21/23,"4,536.34",4209971196.15269,1.47,0.03,"9,751.26",108.13,"4,550.16","4,555.00","4,535.79"
07/20/23,"4,534.87",3146906966.71295,-30.85,-0.68,"9,748.10",108.07,"4,554.38","4,564.74","4,527.56"
07/19/23,"4,565.72",2988454922.6284,10.74,0.24,"9,813.46",109.46,"4,563.87","4,578.43","4,557.48"
07/18/23,"4,554.98",3102014157.42302,32.18,0.71,"9,790.20",108.96,"4,521.78","4,562.30","4,514.59"
07/17/23,"4,522.79",2836458915.62365,17.37,0.39,"9,721.03",107.49,"4,508.86","4,532.85","4,504.90"
07/14/23,"4,505.42",3061426895.71857,-4.62,-0.10,"9,683.69",106.69,"4,514.61","4,527.76","4,499.56"
07/13/23,"4,510.04",2714055257.50828,37.88,0.85,"9,693.30",106.90,"4,491.50","4,517.38","4,489.36"
07/12/23,"4,472.16",2774169821.06113,32.90,0.74,"9,610.87",105.14,"4,467.69","4,488.34","4,463.23"
07/11/23,"4,439.26",2375533110.5957,29.73,0.67,"9,539.95",103.62,"4,415.55","4,443.64","4,408.46"
07/10/23,"4,409.53",2513186029.07181,10.57,0.24,"9,475.90",102.26,"4,394.23","4,412.60","4,389.92"
07/07/23,"4,398.95",2456058229.92325,-12.64,-0.29,"9,453.10",101.77,"4,404.54","4,440.39","4,397.40"
07/06/23,"4,411.59",2529225801.47362,-35.23,-0.79,"9,478.73",102.32,"4,422.62","4,422.62","4,385.05"
07/05/23,"4,446.82",2435942746.83571,-8.77,-0.20,"9,553.69",103.92,"4,442.04","4,454.06","4,436.61"
07/03/23,"4,455.59",1439004968.3218,5.21,0.12,"9,571.35",104.29,"4,450.48","4,456.46","4,442.29"
06/30/23,"4,450.38",2988229921.72622,53.94,1.23,"9,559.67",104.04,"4,422.44","4,458.48","4,422.44"
06/29/23,"4,396.44",2546567641.94679,19.58,0.45,"9,443.46",101.56,"4,374.94","4,398.39","4,371.97"
06/28/23,"4,376.86",2859066366.18614,-1.54,-0.04,"9,400.30",100.64,"4,367.48","4,390.35","4,360.22"
06/27/23,"4,378.41",2751076233.64067,49.58,1.15,"9,403.62",100.71,"4,337.36","4,384.42","4,335.00"
06/26/23,"4,328.82",2840522312.2921,-19.51,-0.45,"9,297.12",98.44,"4,344.84","4,362.06","4,328.08"
06/23/23,"4,348.33",3452517152.86255,-33.56,-0.77,"9,338.84",99.33,"4,354.17","4,366.55","4,341.34"
06/22/23,"4,381.89",2509368442.7166,16.20,0.37,"9,410.83",100.87,"4,355.40","4,382.25","4,351.82"
06/21/23,"4,365.69",2886217069.58961,-23.02,-0.52,"9,375.21",100.11,"4,380.01","4,386.22","4,360.14"
06/20/23,"4,388.71",2878249928.25127,-20.88,-0.47,"9,424.02",101.15,"4,396.11","4,400.15","4,367.19"
06/16/23,"4,409.59",4813839180.3093,-16.25,-0.37,"9,468.81",102.10,"4,440.95","4,448.47","4,407.44"
06/15/23,"4,425.84",3151509466.94374,53.25,1.22,"9,503.53",102.85,"4,365.33","4,439.20","4,362.60"
06/14/23,"4,372.59",3322948908.2775,3.58,0.08,"9,387.54",100.37,"4,366.29","4,391.82","4,337.85"
06/13/23,"4,369.01",3117353412.63008,30.07,0.69,"9,377.65",100.16,"4,352.61","4,375.37","4,349.31"
06/12/23,"4,338.93",2830632755.94521,40.08,0.93,"9,312.72",98.77,"4,308.32","4,340.13","4,304.37"
06/09/23,"4,298.86",2548091613.97552,4.93,0.11,"9,226.70",96.94,"4,304.88","4,322.62","4,291.70"
06/08/23,"4,293.93",2635129911.27013,26.41,0.62,"9,215.86",96.71,"4,268.69","4,298.01","4,261.07"
06/07/23,"4,267.52",3232858506.36482,-16.33,-0.38,"9,158.14",95.47,"4,285.47","4,299.19","4,263.96"
06/06/23,"4,283.85",2615777964.40125,10.05,0.24,"9,192.91",96.22,"4,271.34","4,288.33","4,263.09"
06/05/23,"4,273.79",2695839126.44577,-8.57,-0.20,"9,171.09",95.75,"4,282.99","4,299.28","4,266.82"
06/02/23,"4,282.37",3171324870.46623,61.35,1.45,"9,189.34",96.14,"4,241.01","4,290.67","4,241.01"
06/01/23,"4,221.02",3200786626.59454,41.19,0.99,"9,057.17",93.32,"4,183.03","4,232.43","4,171.64"
05/31/23,"4,179.83",5352925820.32012,-25.70,-0.61,"8,967.16",91.40,"4,190.74","4,195.44","4,166.15"
05/30/23,"4,205.52",3437955440.28091,0.07,0.00,"9,020.39",92.53,"4,226.71","4,231.10","4,192.18"
05/26/23,"4,205.45",3272532042.39845,54.17,1.30,"9,019.64",92.52,"4,156.16","4,212.87","4,156.16"
05/25/23,"4,151.28",4240626385.49423,36.04,0.88,"8,902.84",90.02,"4,155.71","4,165.74","4,129.73"
05/24/23,"4,115.24",2986934446.74492,-30.34,-0.73,"8,825.26",88.37,"4,132.96","4,132.96","4,103.98"
05/23/23,"4,145.58",2793298016.76178,-47.06,-1.12,"8,890.16",89.75,"4,176.80","4,185.68","4,142.54"
05/22/23,"4,192.63",2595823498.13842,0.65,0.02,"8,990.89",91.90,"4,190.78","4,209.22","4,179.68"
05/19/23,"4,191.98",2816237426.76353,-6.07,-0.14,"8,988.46",91.85,"4,204.15","4,212.91","4,180.20"
05/18/23,"4,198.05",3158951084.18846,39.28,0.94,"9,001.25",92.12,"4,157.68","4,202.20","4,153.50"
05/17/23,"4,158.77",2869732401.67236,48.87,1.19,"8,915.43",90.29,"4,122.85","4,164.67","4,113.62"
05/16/23,"4,109.90",2632994383.31223,-26.39,-0.64,"8,808.95",88.02,"4,127.95","4,135.54","4,109.86"
05/15/23,"4,136.28",2339498997.54524,12.20,0.30,"8,865.03",89.22,"4,126.65","4,141.25","4,110.27"
05/12/23,"4,124.08",2360830261.93428,-6.54,-0.16,"8,837.68",88.63,"4,138.54","4,143.74","4,099.12"
05/11/23,"4,130.62",2559612740.57579,-7.02,-0.17,"8,849.69",88.89,"4,132.24","4,132.80","4,109.29"
05/10/23,"4,137.64",2730767105.15404,18.47,0.45,"8,862.85",89.17,"4,143.74","4,154.28","4,098.92"
