Price History: SP50,,,,,,,,,
,,,,,,,,,
Date,Price,CVol,Change,% Change,"Total Return (Gross, Unhedged)","Cumulative Return % (Gross, Unhedged)",Open,High,Low
05/09/23,"4,119.17",2376389796.09488,-18.95,-0.46,"8,823.05",88.32,"4,124.25","4,130.35","4,116.65"
05/08/23,"4,138.12",2470642779.47426,1.87,0.05,"8,863.01",89.17,"4,136.98","4,142.30","4,123.81"
05/05/23,"4,136.25",2825416251.83296,75.04,1.85,"8,858.86",89.09,"4,084.73","4,147.02","4,084.73"
05/04/23,"4,061.22",3248979373.66295,-29.54,-0.72,"8,697.68",85.65,"4,082.55","4,082.61","4,048.28"
05/03/23,"4,090.75",3009681296.91696,-28.83,-0.70,"8,759.95",86.97,"4,122.25","4,148.30","4,088.86"
05/02/23,"4,119.58",3092890425.65537,-48.29,-1.16,"8,821.59",88.29,"4,164.10","4,164.10","4,089.72"
05/01/23,"4,167.87",2806447725.41046,-1.61,-0.04,"8,924.92",90.50,"4,166.79","4,186.92","4,164.12"
04/28/23,"4,169.48",2865301520.88165,34.13,0.83,"8,928.35",90.57,"4,129.63","4,170.06","4,127.18"
04/27/23,"4,135.35",3009058243.59512,79.36,1.96,"8,854.32",88.99,"4,075.29","4,138.24","4,075.29"
04/26/23,"4,055.99",2932130900.88081,-15.64,-0.38,"8,684.19",85.36,"4,087.78","4,089.67","4,049.35"
04/25/23,"4,071.63",2759896007.76672,-65.41,-1.58,"8,717.63",86.07,"4,126.43","4,126.43","4,071.38"
04/24/23,"4,137.04",2368618441.90216,3.52,0.09,"8,857.30",89.05,"4,132.07","4,142.41","4,117.77"
04/21/23,"4,133.52",2660750439.04114,3.73,0.09,"8,849.76",88.89,"4,132.14","4,138.02","4,113.86"
04/20/23,"4,129.79",2839563885.00404,-24.73,-0.60,"8,841.62",88.72,"4,130.48","4,148.57","4,114.57"
04/19/23,"4,154.52",2471833332.4194,-0.35,-0.01,"8,893.60",89.83,"4,139.33","4,162.57","4,134.49"
04/18/23,"4,154.87",2695242004.64058,3.55,0.09,"8,894.35",89.84,"4,164.26","4,169.48","4,140.36"
04/17/23,"4,151.32",2445460124.12643,13.68,0.33,"8,886.76",89.68,"4,137.17","4,151.72","4,123.18"
04/14/23,"4,137.64",2439850349.32899,-8.58,-0.21,"8,857.31",89.05,"4,140.11","4,163.19","4,113.20"
04/13/23,"4,146.22",2518962143.41736,54.26,1.33,"8,875.65",89.44,"4,100.04","4,150.26","4,099.40"
04/12/23,"4,091.95",2653468092.30042,-16.99,-0.41,"8,758.11",86.94,"4,121.72","4,134.37","4,086.94"
04/11/23,"4,108.94",2297440477.18525,-0.17,0.00,"8,794.29",87.71,"4,110.29","4,124.26","4,102.61"
04/10/23,"4,109.11",2304664727.64206,4.09,0.10,"8,794.65",87.71,"4,085.20","4,109.50","4,072.55"
04/06/23,"4,105.02",2444230554.88586,14.64,0.36,"8,785.70",87.52,"4,081.15","4,107.32","4,069.84"
04/05/23,"4,090.38",2797630973.92654,-10.22,-0.25,"8,752.54",86.82,"4,094.50","4,099.69","4,072.56"
04/04/23,"4,100.60",2585841426.89133,-23.91,-0.58,"8,773.31",87.26,"4,128.03","4,133.13","4,086.87"
04/03/23,"4,124.51",2793053532.34673,15.19,0.37,"8,823.66",88.33,"4,102.20","4,127.66","4,098.79"
03/31/23,"4,109.31",2917125548.69652,58.48,1.44,"8,791.13",87.64,"4,056.18","4,110.75","4,056.18"
03/30/23,"4,050.83",2449510937.72697,23.02,0.57,"8,665.70",84.96,"4,046.74","4,057.85","4,032.10"
03/29/23,"4,027.81",2589832716.87125,56.54,1.42,"8,615.29",83.89,"3,999.53","4,030.59","3,999.53"
03/28/23,"3,971.27",2294385949.58018,-6.26,-0.16,"8,494.35",81.31,"3,974.13","3,979.20","3,951.53"
03/27/23,"3,977.53",2694967417.1133,6.54,0.16,"8,507.54",81.59,"3,982.93","4,003.83","3,970.49"
03/24/23,"3,970.99",2923156121.57822,22.26,0.56,"8,493.55",81.29,"3,939.21","3,972.74","3,909.16"
03/23/23,"3,948.72",3239662318.09044,11.75,0.30,"8,445.87",80.27,"3,959.21","4,007.66","3,919.05"
03/22/23,"3,936.97",3320839442.52968,-65.90,-1.65,"8,420.02",79.72,"4,002.04","4,039.49","3,936.17"
03/21/23,"4,002.87",3259063925.88615,51.30,1.30,"8,560.31",82.71,"3,975.89","4,009.08","3,971.19"
03/20/23,"3,951.57",3152819559.41582,34.93,0.89,"8,449.98",80.36,"3,917.47","3,956.62","3,916.89"
03/17/23,"3,916.64",6119414924.80468,-43.64,-1.10,"8,375.21",78.76,"3,958.69","3,958.91","3,901.27"
03/16/23,"3,960.28",3958476902.67181,68.35,1.76,"8,468.33",80.75,"3,878.93","3,964.46","3,864.11"
03/15/23,"3,891.93",4091607988.06763,-27.36,-0.70,"8,320.96",77.60,"3,876.74","3,894.26","3,838.24"
03/14/23,"3,919.29",3816346211.34377,63.53,1.65,"8,379.16",78.85,"3,894.01","3,937.29","3,873.63"
03/13/23,"3,855.76",4211781303.35045,-5.83,-0.15,"8,241.39",75.91,"3,835.12","3,905.05","3,808.86"
03/10/23,"3,861.59",3603511197.29805,-56.73,-1.45,"8,253.65",76.17,"3,912.77","3,934.05","3,846.32"
03/09/23,"3,918.32",3023867664.0892,-73.69,-1.85,"8,374.25",78.74,"3,998.66","4,017.81","3,908.70"
03/08/23,"3,992.01",2533381124.8436,5.64,0.14,"8,530.33",82.07,"3,987.55","4,000.41","3,969.76"
03/07/23,"3,986.37",2764287950.36697,-62.05,-1.53,"8,517.54",81.80,"4,048.26","4,050.00","3,980.31"
03/06/23,"4,048.42",2583568944.43512,2.78,0.07,"8,649.88",84.62,"4,055.15","4,078.49","4,044.61"
03/03/23,"4,045.64",2606650210.04772,64.29,1.61,"8,643.61",84.49,"3,998.02","4,048.29","3,995.17"
03/02/23,"3,981.35",2588635952.63863,29.96,0.76,"8,505.55",81.54,"3,938.68","3,990.84","3,928.16"
03/01/23,"3,951.39",2645835684.99946,-18.76,-0.47,"8,440.25",80.15,"3,963.34","3,971.73","3,939.05"
02/28/23,"3,970.15",3047343454.20837,-12.09,-0.30,"8,479.80",80.99,"3,977.19","3,997.50","3,968.98"
02/27/23,"3,982.24",2468889554.13437,12.20,0.31,"8,504.76",81.53,"3,992.36","4,018.05","3,973.55"
02/24/23,"3,970.04",2745830780.77888,-42.29,-1.05,"8,477.66",80.95,"3,973.24","3,978.25","3,943.08"
02/23/23,"4,012.32",3346861714.54239,21.28,0.53,"8,567.57",82.87,"4,018.60","4,028.30","3,969.19"
02/22/23,"3,991.05",2769737018.82935,-6.29,-0.16,"8,521.45",81.88,"4,001.83","4,017.37","3,976.90"
02/21/23,"3,997.34",2774622024.84512,-81.76,-2.00,"8,534.73",82.17,"4,052.35","4,052.35","3,995.19"
02/17/23,"4,079.09",2849224508.5392,-11.31,-0.28,"8,709.21",85.89,"4,077.39","4,081.51","4,047.95"
02/16/23,"4,090.41",2677388215.09743,-57.19,-1.38,"8,731.75",86.37,"4,114.75","4,136.54","4,089.49"
02/15/23,"4,147.60",2561564604.01726,11.47,0.28,"8,853.02",88.96,"4,119.50","4,148.11","4,103.98"
02/14/23,"4,136.13",2866416366.78313,-1.15,-0.03,"8,826.32",88.39,"4,126.70","4,159.77","4,095.01"
02/13/23,"4,137.29",2569274489.49432,46.83,1.14,"8,827.72",88.42,"4,096.62","4,138.90","4,092.67"
02/10/23,"4,090.46",2821775737.98943,8.96,0.22,"8,726.47",86.26,"4,068.92","4,094.36","4,060.79"
02/09/23,"4,081.50",3127056619.10629,-36.36,-0.88,"8,705.58",85.81,"4,144.25","4,156.23","4,069.67"
02/08/23,"4,117.86",3054621151.12877,-46.13,-1.11,"8,781.79",87.44,"4,153.47","4,156.85","4,111.67"
02/07/23,"4,164.00",3265091044.76547,52.92,1.29,"8,879.91",89.53,"4,105.35","4,176.54","4,088.39"
02/06/23,"4,111.08",2710699704.06722,-25.40,-0.61,"8,766.90",87.12,"4,119.57","4,124.63","4,093.38"
02/03/23,"4,136.48",3308300052.02866,-43.27,-1.04,"8,820.47",88.27,"4,136.69","4,182.36","4,123.36"
02/02/23,"4,179.76",3962451972.74017,60.55,1.47,"8,912.35",90.23,"4,158.68","4,195.44","4,141.88"
02/01/23,"4,119.21",3589268589.39743,42.61,1.05,"8,782.77",87.46,"4,070.07","4,148.95","4,037.20"
01/31/23,"4,076.60",3318356076.00783,58.83,1.46,"8,691.88",85.52,"4,020.85","4,077.16","4,020.44"
01/30/23,"4,017.77",2790650867.47551,-52.79,-1.30,"8,566.28",82.84,"4,049.27","4,063.85","4,015.55"
01/27/23,"4,070.56",3097234850.87776,10.13,0.25,"8,678.01",85.23,"4,053.72","4,094.21","4,048.70"
01/26/23,"4,060.43",2922317852.37789,44.21,1.10,"8,656.26",84.76,"4,036.08","4,061.57","4,013.29"
01/25/23,"4,016.22",2864163512.06684,-0.73,-0.02,"8,561.40",82.74,"3,982.71","4,019.55","3,949.06"
01/24/23,"4,016.95",2569769140.03276,-2.86,-0.07,"8,562.87",82.77,"4,001.74","4,023.92","3,989.79"
01/23/23,"4,019.81",3091870504.75693,47.20,1.19,"8,568.77",82.89,"3,978.14","4,039.31","3,971.64"
01/20/23,"3,972.61",3173168467.01145,73.76,1.89,"8,468.15",80.75,"3,909.04","3,972.96","3,897.86"
01/19/23,"3,898.85",2879132691.05529,-30.01,-0.76,"8,310.75",77.39,"3,911.84","3,922.94","3,885.54"
01/18/23,"3,928.86",2982968606.6532,-62.11,-1.56,"8,373.66",78.73,"4,002.25","4,014.16","3,926.59"
01/17/23,"3,990.97",2989865388.49831,-8.12,-0.20,"8,506.03",81.55,"3,999.28","4,015.39","3,984.57"
01/13/23,"3,999.09",2734991158.12301,15.92,0.40,"8,523.32",81.92,"3,960.60","4,003.95","3,947.67"
01/12/23,"3,983.17",2988750374.81499,13.55,0.34,"8,489.08",81.19,"3,977.57","3,997.76","3,937.56"
01/11/23,"3,969.61",2700833161.25679,50.36,1.28,"8,459.18",80.55,"3,932.35","3,970.07","3,928.54"
01/10/23,"3,919.25",2510020675.71735,27.16,0.70,"8,351.68",78.26,"3,888.57","3,919.83","3,877.29"
01/09/23,"3,892.09",3009074816.57982,-2.98,-0.08,"8,293.80",77.02,"3,910.82","3,950.57","3,890.42"
01/06/23,"3,895.08",2862276266.76178,86.97,2.28,"8,298.61",77.13,"3,823.37","3,906.19","3,809.56"
01/05/23,"3,808.10",2634595084.94948,-44.86,-1.16,"8,113.15",73.17,"3,839.74","3,839.74","3,802.42"
01/04/23,"3,852.97",2956866048.17008,28.83,0.75,"8,207.42",75.18,"3,840.36","3,873.16","3,815.77"
01/03/23,"3,824.14",2754446906.9004,-15.36,-0.40,"8,145.60",73.86,"3,853.29","3,878.46","3,794.33"
12/30/22,"3,839.50",2008126475.55733,-9.79,-0.25,"8,178.02",74.55,"3,829.06","3,839.85","3,800.34"
12/29/22,"3,849.28",2067903346.96007,66.06,1.75,"8,198.36",74.99,"3,805.45","3,858.19","3,805.45"
12/28/22,"3,783.22",2075604971.95339,-46.03,-1.20,"8,056.62",71.96,"3,829.56","3,848.32","3,780.78"
12/27/22,"3,829.25",2183514171.37527,-15.57,-0.40,"8,154.57",74.05,"3,843.34","3,846.65","3,813.22"
12/23/22,"3,844.82",1912028511.10839,22.43,0.59,"8,187.06",74.75,"3,815.11","3,845.80","3,797.01"
12/22/22,"3,822.39",2901852709.95234,-56.05,-1.45,"8,139.07",73.72,"3,853.26","3,853.26","3,764.49"
12/21/22,"3,878.44",2497836485.69775,56.82,1.49,"8,258.43",76.27,"3,839.49","3,889.82","3,839.49"
12/20/22,"3,821.62",2638650218.14919,3.96,0.10,"8,136.30",73.66,"3,810.47","3,838.24","3,795.62"
12/19/22,"3,817.66",2661846342.58652,-34.71,-0.90,"8,127.57",73.48,"3,853.79","3,854.86","3,800.04"
12/16/22,"3,852.36",5427446231.01425,-43.39,-1.11,"8,200.90",75.04,"3,890.91","3,890.91","3,827.91"
12/15/22,"3,895.75",3138083672.83249,-99.57,-2.49,"8,292.64",77.00,"3,958.37","3,958.37","3,879.45"
12/14/22,"3,995.32",3080933594.1391,-24.34,-0.61,"8,503.97",81.51,"4,015.54","4,053.76","3,965.65"
12/13/22,"4,019.65",3712063453.78494,29.10,0.73,"8,554.10",82.58,"4,069.38","4,100.96","3,993.03"
12/12/22,"3,990.56",2710393788.11836,56.18,1.43,"8,491.86",81.25,"3,939.29","3,990.71","3,935.30"
12/09/22,"3,934.38",2568867406.1079,-29.14,-0.74,"8,372.26",78.70,"3,954.17","3,977.02","3,933.04"
12/08/22,"3,963.51",2621749162.95433,29.59,0.75,"8,433.90",80.01,"3,947.79","3,974.19","3,935.83"
12/07/22,"3,933.92",2626398553.71856,-7.34,-0.19,"8,369.74",78.65,"3,933.28","3,957.57","3,922.68"
12/06/22,"3,941.26",2717113459.81979,-57.58,-1.44,"8,385.16",78.97,"3,996.63","4,001.51","3,918.39"
12/05/22,"3,998.84",2613722496.14906,-72.86,-1.79,"8,507.34",81.58,"4,052.02","4,052.45","3,984.49"
12/02/22,"4,071.70",2453030076.06888,-4.87,-0.12,"8,662.23",84.89,"4,040.17","4,080.48","4,026.63"
12/01/22,"4,076.57",2792382072.30759,-3.54,-0.09,"8,671.90",85.09,"4,087.14","4,100.51","4,050.87"
11/30/22,"4,080.11",4262648445.56808,122.48,3.09,"8,678.00",85.23,"3,957.18","4,080.11","3,938.58"
11/29/22,"3,957.63",2192220856.84586,-6.32,-0.16,"8,415.27",79.62,"3,964.19","3,976.77","3,937.65"
11/28/22,"3,963.94",2368349262.75063,-62.17,-1.54,"8,427.95",79.89,"4,005.36","4,012.27","3,955.77"
11/25/22,"4,026.12",1055881798.78044,-1.15,-0.03,"8,560.09",82.71,"4,023.34","4,034.02","4,020.76"
11/23/22,"4,027.26",2161992401.78967,23.68,0.59,"8,562.27",82.76,"4,000.30","4,033.78","3,998.66"
11/22/22,"4,003.58",2461323906.44455,53.64,1.36,"8,511.48",81.67,"3,965.51","4,005.88","3,956.88"
11/21/22,"3,949.94",2507032489.07471,-15.40,-0.39,"8,397.23",79.23,"3,956.23","3,962.00","3,933.34"
11/18/22,"3,965.34",2710266848.68907,18.78,0.48,"8,429.01",79.91,"3,966.39","3,979.89","3,935.98"
11/17/22,"3,946.56",2875700014.8983,-12.24,-0.31,"8,388.84",79.05,"3,919.26","3,954.33","3,906.54"
11/16/22,"3,958.79",3021819150.52222,-32.94,-0.83,"8,413.09",79.57,"3,976.82","3,983.09","3,954.34"
11/15/22,"3,991.73",3365035830.22308,34.48,0.87,"8,481.14",81.02,"4,006.41","4,028.84","3,953.17"
11/14/22,"3,957.25",3120879387.22992,-35.67,-0.89,"8,407.25",79.45,"3,977.97","4,008.97","3,956.40"
11/11/22,"3,992.93",3674143587.53395,36.56,0.92,"8,481.13",81.02,"3,963.72","4,001.48","3,944.82"
11/10/22,"3,956.37",4039780496.38748,207.80,5.54,"8,403.48",79.37,"3,859.89","3,958.33","3,859.89"
11/09/22,"3,748.57",2967610341.59851,-79.54,-2.08,"7,961.52",69.93,"3,810.94","3,818.20","3,744.22"
11/08/22,"3,828.11",3140210961.27701,21.30,0.56,"8,128.70",73.50,"3,817.02","3,859.40","3,786.28"
11/07/22,"3,806.80",2876058268.03398,36.26,0.96,"8,083.38",72.53,"3,780.71","3,813.95","3,764.70"
11/04/22,"3,770.55",3591529608.43372,50.65,1.36,"8,006.24",70.89,"3,766.98","3,796.34","3,708.84"
11/03/22,"3,719.89",3298705216.00151,-39.80,-1.06,"7,897.01",68.56,"3,733.25","3,750.59","3,698.15"
11/02/22,"3,759.69",3794899459.46884,-96.41,-2.50,"7,980.47",70.34,"3,852.90","3,894.44","3,758.68"
11/01/22,"3,856.10",3107684846.27628,-15.88,-0.41,"8,185.07",74.70,"3,901.79","3,911.79","3,843.80"
10/31/22,"3,871.98",3362327695.76645,-29.09,-0.75,"8,218.70",75.42,"3,881.85","3,893.73","3,863.18"
10/28/22,"3,901.06",3420670654.4733,93.77,2.46,"8,280.11",76.73,"3,808.26","3,905.42","3,808.26"
10/27/22,"3,807.30",3516889853.17612,-23.30,-0.61,"8,080.32",72.47,"3,834.69","3,859.95","3,803.79"
10/26/22,"3,830.60",3470738807.13081,-28.52,-0.74,"8,129.62",73.52,"3,825.97","3,886.15","3,824.07"
10/25/22,"3,859.11",3188319759.27734,61.78,1.63,"8,190.02",74.81,"3,799.44","3,862.85","3,799.44"
10/24/22,"3,797.34",3062604133.41331,44.59,1.19,"8,058.88",72.01,"3,762.01","3,810.74","3,741.65"
10/21/22,"3,752.75",3533564271.00753,86.97,2.37,"7,964.25",69.99,"3,657.10","3,757.89","3,647.42"
10/20/22,"3,665.78",3233023270.401,-29.37,-0.79,"7,779.53",66.05,"3,689.05","3,736.00","3,656.44"
10/19/22,"3,695.16",2884116200.23536,-24.83,-0.67,"7,840.99",67.36,"3,703.11","3,728.58","3,666.51"
10/18/22,"3,719.98",3280164737.63846,42.03,1.14,"7,893.68",68.48,"3,746.26","3,762.79","3,686.53"
10/17/22,"3,677.95",3120455231.79245,94.88,2.65,"7,804.33",66.58,"3,677.95","3,689.73","3,677.95"
10/14/22,"3,583.07",3332001470.34264,-86.84,-2.37,"7,602.99",62.28,"3,690.41","3,712.00","3,579.68"
10/13/22,"3,669.91",4006314908.6628,92.87,2.60,"7,786.96",66.21,"3,520.37","3,685.41","3,491.58"
10/12/22,"3,577.03",2851697735.10361,-11.81,-0.33,"7,588.90",61.98,"3,590.83","3,608.34","3,573.86"
10/11/22,"3,588.84",3459257083.02307,-23.55,-0.65,"7,613.75",62.51,"3,595.86","3,640.66","3,568.45"
10/10/22,"3,612.39",3014973759.84192,-27.27,-0.75,"7,663.58",63.57,"3,647.51","3,652.17","3,588.10"
10/07/22,"3,639.66",3316062189.51988,-104.86,-2.80,"7,721.44",64.81,"3,706.74","3,706.74","3,620.73"
10/06/22,"3,744.52",3054644063.90762,-38.76,-1.02,"7,943.63",69.55,"3,771.97","3,797.93","3,739.22"
10/05/22,"3,783.28",2906282469.4805,-7.65,-0.20,"8,023.81",71.26,"3,753.25","3,806.91","3,722.66"
10/04/22,"3,790.93",3414117551.68724,112.50,3.06,"8,039.25",71.59,"3,726.46","3,791.92","3,726.46"
10/03/22,"3,678.43",3293679444.88335,92.80,2.59,"7,800.00",66.48,"3,609.78","3,698.35","3,604.93"
09/30/22,"3,585.62",4072323409.41429,-54.84,-1.51,"7,603.14",62.28,"3,633.48","3,671.44","3,584.13"
09/29/22,"3,640.47",3133183398.24103,-78.57,-2.11,"7,719.09",64.76,"3,687.01","3,687.01","3,610.40"
09/28/22,"3,719.04",3172436055.19676,71.75,1.97,"7,884.55",68.29,"3,651.94","3,736.74","3,640.61"
09/27/22,"3,647.29",3104924387.75253,-7.75,-0.21,"7,731.99",65.03,"3,686.44","3,717.53","3,623.29"
09/26/22,"3,655.04",3202899343.27316,-38.19,-1.03,"7,747.93",65.37,"3,682.72","3,715.67","3,644.76"
09/23/22,"3,693.23",3478751135.91003,-64.76,-1.72,"7,828.87",67.10,"3,727.14","3,727.14","3,647.47"
09/22/22,"3,757.99",3194928000.04673,-31.94,-0.84,"7,965.96",70.03,"3,782.36","3,790.90","3,749.45"
09/21/22,"3,789.93",3254312451.68303,-66.00,-1.71,"8,033.29",71.46,"3,871.40","3,907.07","3,789.49"
09/20/22,"3,855.93",2855376501.37234,-43.95,-1.13,"8,172.64",74.44,"3,875.23","3,876.01","3,827.54"
09/19/22,"3,899.89",2681032366.26625,26.55,0.69,"8,265.73",76.43,"3,849.91","3,900.45","3,838.50"
09/16/22,"3,873.33",5144130294.52133,-28.02,-0.72,"8,209.35",75.22,"3,880.95","3,880.95","3,837.08"
09/15/22,"3,901.35",3055207127.48337,-44.66,-1.13,"8,268.60",76.49,"3,932.41","3,959.14","3,888.28"
09/14/22,"3,946.01",3077150602.08321,13.32,0.34,"8,362.40",78.49,"3,940.73","3,961.94","3,912.18"
09/13/22,"3,932.69",3339077027.41814,-177.71,-4.32,"8,331.90",77.84,"4,037.12","4,037.12","3,921.28"
09/12/22,"4,110.41",2648286244.44866,43.05,1.06,"8,708.17",85.87,"4,083.67","4,119.28","4,083.67"
09/09/22,"4,067.36",2608747387.86888,61.18,1.53,"8,616.98",83.92,"4,022.94","4,076.81","4,022.94"
09/08/22,"4,006.18",2923558605.52216,26.30,0.66,"8,486.63",81.14,"3,959.94","4,010.50","3,944.81"
09/07/22,"3,979.87",2723135827.60811,71.68,1.83,"8,429.87",79.93,"3,909.43","3,987.89","3,906.03"
09/06/22,"3,908.19",2812843415.16684,-16.07,-0.41,"8,277.81",76.68,"3,930.89","3,942.55","3,886.75"
09/02/22,"3,924.26",2811932013.6795,-42.59,-1.07,"8,311.42",77.40,"3,994.66","4,018.43","3,906.21"
09/01/22,"3,966.85",3416699687.66785,11.85,0.30,"8,400.96",79.31,"3,936.73","3,970.23","3,903.65"
08/31/22,"3,955.00",3129345563.09509,-31.16,-0.78,"8,374.42",78.75,"4,000.67","4,015.37","3,954.53"
08/30/22,"3,986.16",2616051687.57248,-44.45,-1.10,"8,438.69",80.12,"4,041.25","4,044.98","3,965.21"
08/29/22,"4,030.61",2382219102.77748,-27.05,-0.67,"8,532.10",82.11,"4,034.58","4,062.99","4,017.42"
08/26/22,"4,057.66",2854921757.72095,-141.46,-3.37,"8,588.95",83.32,"4,198.74","4,203.04","4,057.66"
08/25/22,"4,199.12",2589436468.4763,58.35,1.41,"8,888.13",89.71,"4,153.26","4,200.54","4,147.59"
08/24/22,"4,140.77",2271981724.74957,12.04,0.29,"8,764.42",87.07,"4,126.55","4,156.56","4,119.97"
08/23/22,"4,128.73",2212684280.88093,-9.26,-0.22,"8,738.76",86.52,"4,133.09","4,159.77","4,124.03"
08/22/22,"4,137.99",2433018051.32675,-90.49,-2.14,"8,758.24",86.94,"4,195.08","4,195.08","4,129.86"
08/19/22,"4,228.48",2535099564.42641,-55.26,-1.29,"8,948.82",91.01,"4,266.31","4,266.31","4,218.70"
08/18/22,"4,283.74",2195924721.09127,9.70,0.23,"9,065.49",93.50,"4,273.13","4,292.53","4,261.98"
08/17/22,"4,274.04",2373590618.18981,-31.16,-0.72,"9,043.59",93.03,"4,280.40","4,302.18","4,253.08"
08/16/22,"4,305.20",2478428570.44029,8.06,0.19,"9,107.87",94.40,"4,290.46","4,325.28","4,277.77"
08/15/22,"4,297.14",2294944855.75962,16.99,0.40,"9,090.36",94.03,"4,269.37","4,301.79","4,256.90"
08/12/22,"4,280.15",2370931331.78329,72.88,1.73,"9,054.14",93.25,"4,225.02","4,280.47","4,219.78"
08/11/22,"4,207.27",2664515567.0042,-2.97,-0.07,"8,898.84",89.94,"4,227.40","4,257.91","4,201.41"
08/10/22,"4,210.24",2904721109.36069,87.77,2.13,"8,902.72",90.02,"4,181.02","4,211.03","4,177.26"
08/09/22,"4,122.47",2736945340.10124,-17.59,-0.42,"8,716.75",86.05,"4,133.11","4,137.30","4,112.09"
08/08/22,"4,140.06",3117065655.88474,-5.13,-0.12,"8,753.39",86.83,"4,155.93","4,186.62","4,128.97"
08/05/22,"4,145.19",2516359627.10762,-6.76,-0.16,"8,764.08",87.06,"4,115.87","4,151.58","4,107.31"
08/04/22,"4,151.94",2776367884.92489,-3.23,-0.08,"8,777.23",87.34,"4,154.85","4,161.29","4,135.42"
08/03/22,"4,155.17",2966605972.37586,63.99,1.56,"8,783.28",87.47,"4,107.96","4,167.66","4,107.96"
08/02/22,"4,091.19",2923092122.61105,-27.44,-0.67,"8,647.91",84.58,"4,104.21","4,140.47","4,079.81"
08/01/22,"4,118.63",2891578205.08766,-11.66,-0.28,"8,705.87",85.82,"4,112.38","4,144.95","4,096.02"
07/29/22,"4,130.29",3418240610.58044,57.85,1.42,"8,730.46",86.34,"4,087.33","4,140.15","4,079.22"
07/28/22,"4,072.43",3113748533.25653,48.82,1.21,"8,607.24",83.71,"4,026.13","4,078.95","3,992.97"
07/27/22,"4,023.61",3171561150.68436,102.56,2.62,"8,503.02",81.49,"3,951.43","4,039.56","3,951.43"
07/26/22,"3,921.05",2674800025.54131,-45.80,-1.15,"8,286.19",76.86,"3,953.22","3,953.22","3,910.74"
07/25/22,"3,966.84",2478833992.3048,5.21,0.13,"8,382.88",78.93,"3,965.72","3,975.30","3,943.46"
07/22/22,"3,961.63",2807890180.82714,-37.32,-0.93,"8,371.87",78.69,"3,998.43","4,012.44","3,938.86"
07/21/22,"3,998.95",3157200524.95766,39.05,0.99,"8,450.64",80.37,"3,955.47","3,999.29","3,927.64"
07/20/22,"3,959.90",3159542463.56392,23.21,0.59,"8,367.37",78.60,"3,935.32","3,974.13","3,922.03"
07/19/22,"3,936.69",3094479939.00204,105.84,2.76,"8,318.20",77.55,"3,860.73","3,939.81","3,860.73"
07/18/22,"3,830.85",2912306224.28989,-32.31,-0.84,"8,094.23",72.77,"3,883.79","3,902.44","3,818.63"
07/15/22,"3,863.16",2877105742.61093,72.79,1.92,"8,162.50",74.22,"3,818.00","3,863.62","3,817.18"
07/14/22,"3,790.38",2779057741.7469,-11.40,-0.30,"8,008.71",70.94,"3,763.99","3,796.41","3,721.56"
07/13/22,"3,801.78",2686812715.37113,-17.02,-0.45,"8,031.76",71.43,"3,779.67","3,829.44","3,759.07"
07/12/22,"3,818.80",2687196277.90642,-35.64,-0.92,"8,067.56",72.20,"3,851.95","3,873.41","3,802.36"
07/11/22,"3,854.43",2324760867.3687,-44.94,-1.15,"8,142.68",73.80,"3,880.94","3,880.94","3,847.22"
07/08/22,"3,899.38",2355242184.77631,-3.25,-0.08,"8,237.50",75.82,"3,888.26","3,918.50","3,869.34"
07/07/22,"3,902.62",2717364195.49942,57.54,1.50,"8,243.69",75.96,"3,858.85","3,910.63","3,858.85"
07/06/22,"3,845.08",2872667517.73644,13.69,0.36,"8,121.21",73.34,"3,831.98","3,870.91","3,809.37"
07/05/22,"3,831.39",3304569112.26463,6.06,0.16,"8,092.15",72.72,"3,792.61","3,832.19","3,742.06"
07/01/22,"3,825.33",2886293937.14523,39.94,1.06,"8,077.89",72.42,"3,781.00","3,829.82","3,752.10"
06/30/22,"3,785.38",3532557322.94655,-33.45,-0.88,"7,993.43",70.61,"3,785.99","3,818.99","3,738.67"
06/29/22,"3,818.83",2717703103.64819,-2.71,-0.07,"8,062.72",72.09,"3,825.09","3,836.50","3,799.02"
06/28/22,"3,821.55",2858485960.41012,-78.57,-2.01,"8,067.56",72.20,"3,913.00","3,945.86","3,820.14"
06/27/22,"3,900.11",2697479222.94426,-11.63,-0.30,"8,233.42",75.74,"3,920.76","3,927.72","3,889.66"
06/24/22,"3,911.74",4175014894.43587,116.02,3.06,"8,257.72",76.25,"3,821.75","3,913.65","3,821.75"
06/23/22,"3,795.73",3137178728.53088,35.83,0.95,"8,012.68",71.02,"3,774.71","3,802.58","3,743.52"
06/22/22,"3,759.89",3075226144.77158,-4.89,-0.13,"7,936.67",69.40,"3,733.89","3,801.79","3,717.69"
06/21/22,"3,764.79",3348348903.24593,89.95,2.45,"7,946.89",69.62,"3,715.31","3,779.65","3,715.31"
06/17/22,"3,674.84",5693002243.11066,8.07,0.22,"7,756.59",65.56,"3,665.90","3,707.71","3,636.87"
06/16/22,"3,666.77",3878295096.8895,-123.22,-3.25,"7,739.39",65.19,"3,728.18","3,728.18","3,639.77"
06/15/22,"3,789.99",3542173531.37779,54.50,1.46,"7,998.62",70.72,"3,764.05","3,837.56","3,722.30"
06/14/22,"3,735.48",3298762151.67427,-14.14,-0.38,"7,883.34",68.26,"3,763.52","3,778.18","3,705.68"
