,Date,Price
997,2021-05-18,4127.83
998,2021-05-19,4115.68
999,2021-05-20,4159.12
1000,2021-05-21,4155.86
1001,2021-05-24,4197.05
1002,2021-05-25,4188.13
1003,2021-05-26,4195.99
1004,2021-05-27,4200.88
1005,2021-05-28,4204.11
1006,2021-06-01,4202.04
1007,2021-06-02,4208.12
1008,2021-06-03,4192.85
1009,2021-06-04,4229.89
1010,2021-06-07,4226.52
1011,2021-06-08,4227.26
1012,2021-06-09,4219.55
1013,2021-06-10,4239.18
1014,2021-06-11,4247.44
1015,2021-06-14,4255.15
1016,2021-06-15,4246.59
1017,2021-06-16,4223.7
1018,2021-06-17,4221.86
1019,2021-06-18,4166.45
1020,2021-06-21,4224.79
1021,2021-06-22,4246.44
1022,2021-06-23,4241.84
1023,2021-06-24,4266.49
1024,2021-06-25,4280.7
1025,2021-06-28,4290.61
1026,2021-06-29,4291.8
1027,2021-06-30,4297.5
1028,2021-07-01,4319.94
1029,2021-07-02,4352.34
1030,2021-07-06,4343.54
1031,2021-07-07,4358.13
1032,2021-07-08,4320.82
1033,2021-07-09,4369.55
1034,2021-07-12,4384.63
1035,2021-07-13,4369.21
1036,2021-07-14,4374.3
1037,2021-07-15,4360.03
1038,2021-07-16,4327.16
1039,2021-07-19,4258.49
1040,2021-07-20,4323.06
1041,2021-07-21,4358.69
1042,2021-07-22,4367.48
1043,2021-07-23,4411.79
1044,2021-07-26,4422.3
1045,2021-07-27,4401.46
1046,2021-07-28,4400.64
1047,2021-07-29,4419.15
1048,2021-07-30,4395.26
1049,2021-08-02,4387.16
1050,2021-08-03,4423.15
1051,2021-08-04,4402.66
1052,2021-08-05,4429.1
1053,2021-08-06,4436.52
1054,2021-08-09,4432.35
1055,2021-08-10,4436.75
1056,2021-08-11,4447.7
1057,2021-08-12,4460.83
1058,2021-08-13,4468.0
1059,2021-08-16,4479.71
1060,2021-08-17,4448.08
1061,2021-08-18,4400.27
1062,2021-08-19,4405.8
1063,2021-08-20,4441.67
1064,2021-08-23,4479.53
1065,2021-08-24,4486.23
1066,2021-08-25,4496.19
1067,2021-08-26,4470.0
1068,2021-08-27,4509.37
1069,2021-08-30,4528.79
1070,2021-08-31,4522.68
1071,2021-09-01,4524.09
1072,2021-09-02,4536.95
1073,2021-09-03,4535.43
1074,2021-09-07,4520.03
1075,2021-09-08,4514.07
1076,2021-09-09,4493.28
1077,2021-09-10,4458.58
1078,2021-09-13,4468.73
1079,2021-09-14,4443.05
1080,2021-09-15,4480.7
1081,2021-09-16,4473.75
1082,2021-09-17,4432.99
1083,2021-09-20,4357.73
1084,2021-09-21,4354.19
1085,2021-09-22,4395.64
1086,2021-09-23,4448.98
1087,2021-09-24,4455.48
1088,2021-09-27,4443.11
1089,2021-09-28,4352.63
1090,2021-09-29,4359.46
1091,2021-09-30,4307.54
1092,2021-10-01,4357.04
1093,2021-10-04,4300.46
1094,2021-10-05,4345.72
1095,2021-10-06,4363.55
1096,2021-10-07,4399.76
1097,2021-10-08,4391.34
1098,2021-10-11,4361.19
1099,2021-10-12,4350.65
1100,2021-10-13,4363.8
1101,2021-10-14,4438.26
1102,2021-10-15,4471.37
1103,2021-10-18,4486.46
1104,2021-10-19,4519.63
1105,2021-10-20,4536.19
1106,2021-10-21,4549.78
1107,2021-10-22,4544.9
1108,2021-10-25,4566.48
1109,2021-10-26,4574.79
1110,2021-10-27,4551.68
1111,2021-10-28,4596.42
1112,2021-10-29,4605.38
1113,2021-11-01,4613.67
1114,2021-11-02,4630.65
1115,2021-11-03,4660.57
1116,2021-11-04,4680.06
1117,2021-11-05,4697.53
1118,2021-11-08,4701.7
1119,2021-11-09,4685.25
1120,2021-11-10,4646.71
1121,2021-11-11,4649.27
1122,2021-11-12,4682.85
1123,2021-11-15,4682.8
1124,2021-11-16,4700.9
1125,2021-11-17,4688.67
1126,2021-11-18,4704.54
1127,2021-11-19,4697.96
1128,2021-11-22,4682.94
1129,2021-11-23,4690.7
1130,2021-11-24,4701.46
1131,2021-11-26,4594.62
1132,2021-11-29,4655.27
1133,2021-11-30,4567.0
1134,2021-12-01,4513.04
1135,2021-12-02,4577.1
1136,2021-12-03,4538.43
1137,2021-12-06,4591.67
1138,2021-12-07,4686.75
1139,2021-12-08,4701.21
1140,2021-12-09,4667.45
1141,2021-12-10,4712.02
1142,2021-12-13,4668.97
1143,2021-12-14,4634.09
1144,2021-12-15,4709.85
1145,2021-12-16,4668.67
1146,2021-12-17,4620.64
1147,2021-12-20,4568.02
1148,2021-12-21,4649.23
1149,2021-12-22,4696.56
1150,2021-12-23,4725.79
1151,2021-12-27,4791.19
1152,2021-12-28,4786.35
1153,2021-12-29,4793.06
1154,2021-12-30,4778.73
1155,2021-12-31,4766.18
1156,2022-01-03,4796.56
1157,2022-01-04,4793.54
1158,2022-01-05,4700.58
1159,2022-01-06,4696.05
1160,2022-01-07,4677.03
1161,2022-01-10,4670.29
1162,2022-01-11,4713.07
1163,2022-01-12,4726.35
1164,2022-01-13,4659.03
1165,2022-01-14,4662.85
1166,2022-01-18,4577.11
1167,2022-01-19,4532.76
1168,2022-01-20,4482.73
1169,2022-01-21,4397.94
1170,2022-01-24,4410.13
1171,2022-01-25,4356.45
1172,2022-01-26,4349.93
1173,2022-01-27,4326.51
1174,2022-01-28,4431.85
1175,2022-01-31,4515.55
1176,2022-02-01,4546.54
1177,2022-02-02,4589.38
1178,2022-02-03,4477.44
1179,2022-02-04,4500.53
1180,2022-02-07,4483.87
1181,2022-02-08,4521.54
1182,2022-02-09,4587.18
1183,2022-02-10,4504.08
1184,2022-02-11,4418.64
1185,2022-02-14,4401.67
1186,2022-02-15,4471.07
1187,2022-02-16,4475.01
1188,2022-02-17,4380.26
1189,2022-02-18,4348.87
1190,2022-02-22,4304.76
1191,2022-02-23,4225.5
1192,2022-02-24,4288.7
1193,2022-02-25,4384.65
1194,2022-02-28,4373.94
1195,2022-03-01,4306.26
1196,2022-03-02,4386.54
1197,2022-03-03,4363.49
1198,2022-03-04,4328.87
1199,2022-03-07,4201.09
1200,2022-03-08,4170.7
1201,2022-03-09,4277.88
1202,2022-03-10,4259.52
1203,2022-03-11,4204.31
1204,2022-03-14,4173.11
1205,2022-03-15,4262.45
1206,2022-03-16,4357.86
1207,2022-03-17,4411.67
1208,2022-03-18,4463.12
1209,2022-03-21,4461.18
1210,2022-03-22,4511.61
1211,2022-03-23,4456.24
1212,2022-03-24,4520.16
1213,2022-03-25,4543.06
1214,2022-03-28,4575.52
1215,2022-03-29,4631.6
1216,2022-03-30,4602.45
1217,2022-03-31,4530.41
1218,2022-04-01,4545.86
1219,2022-04-04,4582.64
1220,2022-04-05,4525.12
1221,2022-04-06,4481.15
1222,2022-04-07,4500.21
1223,2022-04-08,4488.28
1224,2022-04-11,4412.53
1225,2022-04-12,4397.45
1226,2022-04-13,4446.59
1227,2022-04-14,4392.59
1228,2022-04-18,4391.69
1229,2022-04-19,4462.21
1230,2022-04-20,4459.45
1231,2022-04-21,4393.66
1232,2022-04-22,4271.78
1233,2022-04-25,4296.12
1234,2022-04-26,4175.2
1235,2022-04-27,4183.96
1236,2022-04-28,4287.5
1237,2022-04-29,4131.93
1238,2022-05-02,4155.38
1239,2022-05-03,4175.48
1240,2022-05-04,4300.17
1241,2022-05-05,4146.87
1242,2022-05-06,4123.34
1243,2022-05-09,3991.24
1244,2022-05-10,4001.05
1245,2022-05-11,3935.18
1246,2022-05-12,3930.08
1247,2022-05-13,4023.89
1248,2022-05-16,4008.01
1249,2022-05-17,4088.85
1250,2022-05-18,3923.68
1251,2022-05-19,3900.79
1252,2022-05-20,3901.36
1253,2022-05-23,3973.75
1254,2022-05-24,3941.48
1255,2022-05-25,3978.73
1256,2022-05-26,4057.84
1257,2022-05-27,4158.24
1258,2022-05-31,4132.15
1259,2022-06-01,4101.23
1260,2022-06-02,4176.82
1261,2022-06-03,4108.54
1262,2022-06-06,4121.43
1263,2022-06-07,4160.68
1264,2022-06-08,4115.77
1265,2022-06-09,4017.82
1266,2022-06-10,3900.86
1267,2022-06-13,3749.63
1268,2022-06-14,3735.48
1269,2022-06-15,3789.99
1270,2022-06-16,3666.77
1271,2022-06-17,3674.84
1272,2022-06-21,3764.79
1273,2022-06-22,3759.89
1274,2022-06-23,3795.73
1275,2022-06-24,3911.74
1276,2022-06-27,3900.11
1277,2022-06-28,3821.55
1278,2022-06-29,3818.83
1279,2022-06-30,3785.38
1280,2022-07-01,3825.33
1281,2022-07-05,3831.39
1282,2022-07-06,3845.08
1283,2022-07-07,3902.62
1284,2022-07-08,3899.38
1285,2022-07-11,3854.43
1286,2022-07-12,3818.8
1287,2022-07-13,3801.78
1288,2022-07-14,3790.38
1289,2022-07-15,3863.16
1290,2022-07-18,3830.85
1291,2022-07-19,3936.69
1292,2022-07-20,3959.9
1293,2022-07-21,3998.95
1294,2022-07-22,3961.63
1295,2022-07-25,3966.84
1296,2022-07-26,3921.05
1297,2022-07-27,4023.61
1298,2022-07-28,4072.43
1299,2022-07-29,4130.29
1300,2022-08-01,4118.63
1301,2022-08-02,4091.19
1302,2022-08-03,4155.17
1303,2022-08-04,4151.94
1304,2022-08-05,4145.19
1305,2022-08-08,4140.06
1306,2022-08-09,4122.47
1307,2022-08-10,4210.24
1308,2022-08-11,4207.27
1309,2022-08-12,4280.15
1310,2022-08-15,4297.14
1311,2022-08-16,4305.2
1312,2022-08-17,4274.04
1313,2022-08-18,4283.74
1314,2022-08-19,4228.48
1315,2022-08-22,4137.99
1316,2022-08-23,4128.73
1317,2022-08-24,4140.77
1318,2022-08-25,4199.12
1319,2022-08-26,4057.66
1320,2022-08-29,4030.61
1321,2022-08-30,3986.16
1322,2022-08-31,3955.0
1323,2022-09-01,3966.85
1324,2022-09-02,3924.26
1325,2022-09-06,3908.19
1326,2022-09-07,3979.87
1327,2022-09-08,4006.18
1328,2022-09-09,4067.36
1329,2022-09-12,4110.41
1330,2022-09-13,3932.69
1331,2022-09-14,3946.01
1332,2022-09-15,3901.35
1333,2022-09-16,3873.33
1334,2022-09-19,3899.89
1335,2022-09-20,3855.93
1336,2022-09-21,3789.93
1337,2022-09-22,3757.99
1338,2022-09-23,3693.23
1339,2022-09-26,3655.04
1340,2022-09-27,3647.29
1341,2022-09-28,3719.04
1342,2022-09-29,3640.47
1343,2022-09-30,3585.62
1344,2022-10-03,3678.43
1345,2022-10-04,3790.93
1346,2022-10-05,3783.28
1347,2022-10-06,3744.52
1348,2022-10-07,3639.66
1349,2022-10-10,3612.39
1350,2022-10-11,3588.84
1351,2022-10-12,3577.03
1352,2022-10-13,3669.91
1353,2022-10-14,3583.07
1354,2022-10-17,3677.95
1355,2022-10-18,3719.98
1356,2022-10-19,3695.16
1357,2022-10-20,3665.78
1358,2022-10-21,3752.75
1359,2022-10-24,3797.34
1360,2022-10-25,3859.11
1361,2022-10-26,3830.6
1362,2022-10-27,3807.3
1363,2022-10-28,3901.06
1364,2022-10-31,3871.98
1365,2022-11-01,3856.1
1366,2022-11-02,3759.69
1367,2022-11-03,3719.89
1368,2022-11-04,3770.55
1369,2022-11-07,3806.8
1370,2022-11-08,3828.11
1371,2022-11-09,3748.57
1372,2022-11-10,3956.37
1373,2022-11-11,3992.93
1374,2022-11-14,3957.25
1375,2022-11-15,3991.73
1376,2022-11-16,3958.79
1377,2022-11-17,3946.56
1378,2022-11-18,3965.34
1379,2022-11-21,3949.94
1380,2022-11-22,4003.58
1381,2022-11-23,4027.26
1382,2022-11-25,4026.12
1383,2022-11-28,3963.94
1384,2022-11-29,3957.63
1385,2022-11-30,4080.11
1386,2022-12-01,4076.57
1387,2022-12-02,4071.7
1388,2022-12-05,3998.84
1389,2022-12-06,3941.26
1390,2022-12-07,3933.92
1391,2022-12-08,3963.51
1392,2022-12-09,3934.38
1393,2022-12-12,3990.56
1394,2022-12-13,4019.65
1395,2022-12-14,3995.32
1396,2022-12-15,3895.75
1397,2022-12-16,3852.36
1398,2022-12-19,3817.66
1399,2022-12-20,3821.62
1400,2022-12-21,3878.44
1401,2022-12-22,3822.39
1402,2022-12-23,3844.82
1403,2022-12-27,3829.25
1404,2022-12-28,3783.22
1405,2022-12-29,3849.28
1406,2022-12-30,3839.5
1407,2023-01-03,3824.14
1408,2023-01-04,3852.97
1409,2023-01-05,3808.1
1410,2023-01-06,3895.08
1411,2023-01-09,3892.09
1412,2023-01-10,3919.25
1413,2023-01-11,3969.61
1414,2023-01-12,3983.17
1415,2023-01-13,3999.09
1416,2023-01-17,3990.97
1417,2023-01-18,3928.86
1418,2023-01-19,3898.85
1419,2023-01-20,3972.61
1420,2023-01-23,4019.81
1421,2023-01-24,4016.95
1422,2023-01-25,4016.22
1423,2023-01-26,4060.43
1424,2023-01-27,4070.56
1425,2023-01-30,4017.77
1426,2023-01-31,4076.6
1427,2023-02-01,4119.21
1428,2023-02-02,4179.76
1429,2023-02-03,4136.48
1430,2023-02-06,4111.08
1431,2023-02-07,4164.0
1432,2023-02-08,4117.86
1433,2023-02-09,4081.5
1434,2023-02-10,4090.46
1435,2023-02-13,4137.29
1436,2023-02-14,4136.13
1437,2023-02-15,4147.6
1438,2023-02-16,4090.41
1439,2023-02-17,4079.09
1440,2023-02-21,3997.34
1441,2023-02-22,3991.05
1442,2023-02-23,4012.32
1443,2023-02-24,3970.04
1444,2023-02-27,3982.24
1445,2023-02-28,3970.15
1446,2023-03-01,3951.39
1447,2023-03-02,3981.35
1448,2023-03-03,4045.64
1449,2023-03-06,4048.42
1450,2023-03-07,3986.37
1451,2023-03-08,3992.01
1452,2023-03-09,3918.32
1453,2023-03-10,3861.59
1454,2023-03-13,3855.76
1455,2023-03-14,3919.29
1456,2023-03-15,3891.93
1457,2023-03-16,3960.28
1458,2023-03-17,3916.64
1459,2023-03-20,3951.57
1460,2023-03-21,4002.87
1461,2023-03-22,3936.97
1462,2023-03-23,3948.72
1463,2023-03-24,3970.99
1464,2023-03-27,3977.53
1465,2023-03-28,3971.27
1466,2023-03-29,4027.81
1467,2023-03-30,4050.83
1468,2023-03-31,4109.31
1469,2023-04-03,4124.51
1470,2023-04-04,4100.6
1471,2023-04-05,4090.38
1472,2023-04-06,4105.02
1473,2023-04-10,4109.11
1474,2023-04-11,4108.94
1475,2023-04-12,4091.95
1476,2023-04-13,4146.22
1477,2023-04-14,4137.64
1478,2023-04-17,4151.32
1479,2023-04-18,4154.87
1480,2023-04-19,4154.52
1481,2023-04-20,4129.79
1482,2023-04-21,4133.52
1483,2023-04-24,4137.04
1484,2023-04-25,4071.63
1485,2023-04-26,4055.99
1486,2023-04-27,4135.35
1487,2023-04-28,4169.48
1488,2023-05-01,4167.87
1489,2023-05-02,4119.58
1490,2023-05-03,4090.75
1491,2023-05-04,4061.22
1492,2023-05-05,4136.25
1493,2023-05-08,4138.12
1494,2023-05-09,4119.17
1495,2023-05-10,4137.64
1496,2023-05-11,4130.62
1497,2023-05-12,4124.08
1498,2023-05-15,4136.28
1499,2023-05-16,4109.9
1500,2023-05-17,4158.77
1501,2023-05-18,4198.05
1502,2023-05-19,4191.98
1503,2023-05-22,4192.63
1504,2023-05-23,4145.58
1505,2023-05-24,4115.24
1506,2023-05-25,4151.28
1507,2023-05-26,4205.45
1508,2023-05-30,4205.52
1509,2023-05-31,4179.83
1510,2023-06-01,4221.02
1511,2023-06-02,4282.37
1512,2023-06-05,4273.79
1513,2023-06-06,4283.85
1514,2023-06-07,4267.52
1515,2023-06-08,4293.93
1516,2023-06-09,4298.86
1517,2023-06-12,4338.93
1518,2023-06-13,4369.01
1519,2023-06-14,4372.59
1520,2023-06-15,4425.84
1521,2023-06-16,4409.59
1522,2023-06-20,4388.71
1523,2023-06-21,4365.69
1524,2023-06-22,4381.89
1525,2023-06-23,4348.33
1526,2023-06-26,4328.82
1527,2023-06-27,4378.41
1528,2023-06-28,4376.86
1529,2023-06-29,4396.44
1530,2023-06-30,4450.38
1531,2023-07-03,4455.59
1532,2023-07-05,4446.82
1533,2023-07-06,4411.59
1534,2023-07-07,4398.95
1535,2023-07-10,4409.53
1536,2023-07-11,4439.26
1537,2023-07-12,4472.16
1538,2023-07-13,4510.04
1539,2023-07-14,4505.42
1540,2023-07-17,4522.79
1541,2023-07-18,4554.98
1542,2023-07-19,4565.72
1543,2023-07-20,4534.87
1544,2023-07-21,4536.34
1545,2023-07-24,4554.64
1546,2023-07-25,4567.46
1547,2023-07-26,4566.75
1548,2023-07-27,4537.41
1549,2023-07-28,4582.23
1550,2023-07-31,4588.96
1551,2023-08-01,4576.73
1552,2023-08-02,4513.39
1553,2023-08-03,4501.89
1554,2023-08-04,4478.03
1555,2023-08-07,4518.44
1556,2023-08-08,4499.38
1557,2023-08-09,4467.71
1558,2023-08-10,4468.83
1559,2023-08-11,4464.05
1560,2023-08-14,4489.72
1561,2023-08-15,4437.86
1562,2023-08-16,4404.33
1563,2023-08-17,4370.36
1564,2023-08-18,4369.71
1565,2023-08-21,4399.77
1566,2023-08-22,4387.55
1567,2023-08-23,4436.01
1568,2023-08-24,4376.31
1569,2023-08-25,4405.71
1570,2023-08-28,4433.31
1571,2023-08-29,4497.63
1572,2023-08-30,4514.87
1573,2023-08-31,4507.66
1574,2023-09-01,4515.77
1575,2023-09-05,4496.83
1576,2023-09-06,4465.48
1577,2023-09-07,4451.14
1578,2023-09-08,4457.49
1579,2023-09-11,4487.46
1580,2023-09-12,4461.9
1581,2023-09-13,4467.44
1582,2023-09-14,4505.1
1583,2023-09-15,4450.32
1584,2023-09-18,4453.53
1585,2023-09-19,4443.95
1586,2023-09-20,4402.2
1587,2023-09-21,4330.0
1588,2023-09-22,4320.06
1589,2023-09-25,4337.44
1590,2023-09-26,4273.53
1591,2023-09-27,4274.51
1592,2023-09-28,4299.7
1593,2023-09-29,4288.05
1594,2023-10-02,4288.39
1595,2023-10-03,4229.45
1596,2023-10-04,4263.75
1597,2023-10-05,4258.19
1598,2023-10-06,4308.5
1599,2023-10-09,4335.66
1600,2023-10-10,4358.24
1601,2023-10-11,4376.95
1602,2023-10-12,4349.61
1603,2023-10-13,4327.78
1604,2023-10-16,4373.63
1605,2023-10-17,4373.2
1606,2023-10-18,4314.6
1607,2023-10-19,4278.0
1608,2023-10-20,4224.16
1609,2023-10-23,4217.04
1610,2023-10-24,4247.68
1611,2023-10-25,4186.77
1612,2023-10-26,4137.23
1613,2023-10-27,4117.37
1614,2023-10-30,4166.82
1615,2023-10-31,4193.8
1616,2023-11-01,4237.86
1617,2023-11-02,4317.78
1618,2023-11-03,4358.34
1619,2023-11-06,4365.98
1620,2023-11-07,4378.38
1621,2023-11-08,4382.78
1622,2023-11-09,4347.35
1623,2023-11-10,4415.24
1624,2023-11-13,4411.55
1625,2023-11-14,4495.7
1626,2023-11-15,4502.88
1627,2023-11-16,4508.24
1628,2023-11-17,4514.02
1629,2023-11-20,4547.38
1630,2023-11-21,4538.19
1631,2023-11-22,4556.62
1632,2023-11-24,4559.34
1633,2023-11-27,4550.43
1634,2023-11-28,4554.89
1635,2023-11-29,4550.58
1636,2023-11-30,4567.8
1637,2023-12-01,4594.63
1638,2023-12-04,4569.78
1639,2023-12-05,4567.18
1640,2023-12-06,4549.34
1641,2023-12-07,4585.59
1642,2023-12-08,4604.37
1643,2023-12-11,4622.44
1644,2023-12-12,4643.7
1645,2023-12-13,4707.09
1646,2023-12-14,4719.55
1647,2023-12-15,4719.19
1648,2023-12-18,4740.56
1649,2023-12-19,4768.37
1650,2023-12-20,4698.35
1651,2023-12-21,4746.75
1652,2023-12-22,4754.63
1653,2023-12-26,4774.75
1654,2023-12-27,4781.58
1655,2023-12-28,4783.35
1656,2023-12-29,4769.83
1657,2024-01-02,4742.83
1658,2024-01-03,4704.81
1659,2024-01-04,4688.68
1660,2024-01-05,4697.24
1661,2024-01-08,4763.54
1662,2024-01-09,4756.5
1663,2024-01-10,4783.45
1664,2024-01-11,4780.24
1665,2024-01-12,4783.83
1666,2024-01-16,4765.98
1667,2024-01-17,4739.21
1668,2024-01-18,4780.94
1669,2024-01-19,4839.81
1670,2024-01-22,4850.43
1671,2024-01-23,4864.6
1672,2024-01-24,4868.55
1673,2024-01-25,4894.16
1674,2024-01-26,4890.97
1675,2024-01-29,4927.93
1676,2024-01-30,4924.97
1677,2024-01-31,4845.65
1678,2024-02-01,4906.19
1679,2024-02-02,4958.61
1680,2024-02-05,4942.81
1681,2024-02-06,4954.23
1682,2024-02-07,4995.06
1683,2024-02-08,4997.91
1684,2024-02-09,5026.61
1685,2024-02-12,5021.84
1686,2024-02-13,4953.17
1687,2024-02-14,5000.62
1688,2024-02-15,5029.73
1689,2024-02-16,5005.57
1690,2024-02-20,4975.51
1691,2024-02-21,4981.8
1692,2024-02-22,5087.03
1693,2024-02-23,5088.8
1694,2024-02-26,5069.53
1695,2024-02-27,5078.18
1696,2024-02-28,5069.76
1697,2024-02-29,5096.27
1698,2024-03-01,5137.08
1699,2024-03-04,5130.95
1700,2024-03-05,5078.65
1701,2024-03-06,5104.76
1702,2024-03-07,5157.36
1703,2024-03-08,5123.69
1704,2024-03-11,5117.94
1705,2024-03-12,5175.27
1706,2024-03-13,5165.31
1707,2024-03-14,5150.48
1708,2024-03-15,5117.09
1709,2024-03-18,5149.42
1710,2024-03-19,5178.51
1711,2024-03-20,5224.62
1712,2024-03-21,5241.53
1713,2024-03-22,5234.18
1714,2024-03-25,5218.19
1715,2024-03-26,5203.58
1716,2024-03-27,5248.49
1717,2024-03-28,5254.35
1718,2024-04-01,5243.77
1719,2024-04-02,5205.81
1720,2024-04-03,5211.49
1721,2024-04-04,5147.21
1722,2024-04-05,5204.34
1723,2024-04-08,5202.39
1724,2024-04-09,5209.91
1725,2024-04-10,5160.64
1726,2024-04-11,5199.06
1727,2024-04-12,5123.41
1728,2024-04-15,5061.82
1729,2024-04-16,5051.41
1730,2024-04-17,5022.21
1731,2024-04-18,5011.12
1732,2024-04-19,4967.23
1733,2024-04-22,5010.6
1734,2024-04-23,5070.55
1735,2024-04-24,5071.63
1736,2024-04-25,5048.42
1737,2024-04-26,5099.96
1738,2024-04-29,5116.17
1739,2024-04-30,5035.69
1740,2024-05-01,5018.39
1741,2024-05-02,5064.2
1742,2024-05-03,5127.79
1743,2024-05-06,5180.74
1744,2024-05-07,5187.7
1745,2024-05-08,5187.67
1746,2024-05-09,5214.08
1747,2024-05-10,5222.68
1748,2024-05-13,5221.42
1749,2024-05-14,5246.68
1750,2024-05-15,5308.15
1751,2024-05-16,5297.1
1752,2024-05-17,5303.27
1753,2024-05-20,5308.13
1754,2024-05-21,5321.41
1755,2024-05-22,5307.01
1756,2024-05-23,5267.84
1757,2024-05-24,5304.72
1758,2024-05-28,5306.04
1759,2024-05-29,5266.95
1760,2024-05-30,5235.48
1761,2024-05-31,5277.51
1762,2024-06-03,5283.4
1763,2024-06-04,5291.34
1764,2024-06-05,5354.03
1765,2024-06-06,5352.96
1766,2024-06-07,5346.99
1767,2024-06-10,5360.79
1768,2024-06-11,5375.32
1769,2024-06-12,5421.03
1770,2024-06-13,5433.74
1771,2024-06-14,5431.6
1772,2024-06-17,5473.23
1773,2024-06-18,5487.03
1774,2024-06-20,5473.17
1775,2024-06-21,5464.62
1776,2024-06-24,5447.87
1777,2024-06-25,5469.3
1778,2024-06-26,5477.9
1779,2024-06-27,5482.87
1780,2024-06-28,5460.48
1781,2024-07-01,5475.09
